University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
"University of Maryland, Baltimore County",United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,https://www.topuniversities.com/universities/university-maryland-baltimore-county,Public,M,834,1,11676,441,481,453,459,705,753,39.25439018,-76.71004239
University of Zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,https://www.topuniversities.com/universities/university-zagreb,Public,XL,5,655,55,650,602,803,754,803,753,,
Università degli Studi di Perugia,Italy,Perugia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,Public,L,1,1,24,703,754,753,754,755,753,,
Université de Sherbrooke,Canada,Sherbrooke,North America,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg,https://www.topuniversities.com/universities/universite-de-sherbrooke,Public,L,1,1,12,601,602,654,652,705,753,45.37812649,-71.92946196
Vilnius Gediminas Technical University (VILNIUS TECH),Lithuania,Vilnius,Europe,https://www.topuniversities.com/sites/default/files/VT_logo-48x48.jpg,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university-vilnius-tech,Public,M,822,1,8220,0,0,0,0,0,753,,
Worcester Polytechnic Institute,United States,Worcester,North America,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg,https://www.topuniversities.com/universities/worcester-polytechnic-institute,Private,M,432,837,6048,601,650,606,600,705,753,42.274953,-71.807916
AGH University of Science and Technology,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/agh-university-of-science-and-technology_1461_small.jpg,https://www.topuniversities.com/universities/agh-university-science-technology,Public,L,2,483,20,0,800,803,804,803,800,,
Academician Y.A. Buketov Karaganda University,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university,Private,M,1,572,9,703,650,654,804,1004,800,,
"Adam Mickiewicz University, Poznań",Poland,Poznań,Europe,https://www.topuniversities.com/sites/default/files/adam-mickiewicz-university-pozna_592560e29988f300e2321163_small.jpg,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan,Public,XL,3,1,36,0,800,803,804,803,800,,
Ain Shams University ,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,https://www.topuniversities.com/universities/ain-shams-university,Public,XL,11,9,154,703,700,703,804,803,800,30.20736054,31.44749701
Ankara Üniversitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg,https://www.topuniversities.com/universities/ankara-universitesi,Public,XL,4,4,68,703,800,803,804,803,800,,
Anna University,India,Chennai,Asia,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,https://www.topuniversities.com/universities/anna-university,Public,L,730,197,15330,0,650,753,754,803,800,,
Auburn University,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,https://www.topuniversities.com/universities/auburn-university,Public,L,2,2,36,703,800,803,804,803,800,32.600201,-85.492409
Australian Catholic University,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,https://www.topuniversities.com/universities/australian-catholic-university,Public,L,1,5,21,703,800,803,804,803,800,-27.37780406,153.0888569
Bangladesh University of Engineering and Technology,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,Public,M,486,11,6318,0,0,803,804,803,800,,
Beijing Foreign Studies University,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-foreign-studies-university_2020_small.jpg,https://www.topuniversities.com/universities/beijing-foreign-studies-university,Public,M,923,2,10153,0,650,753,804,803,800,,
Beijing Jiaotong University,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg,https://www.topuniversities.com/universities/beijing-jiaotong-university,Public,L,2,3,26,703,700,753,706,755,800,,
Beijing University of Chinese Medicine,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-chinese-medicine_592560cf2aeae70239af5266_small.jpg,https://www.topuniversities.com/universities/beijing-university-chinese-medicine,Public,M,1,904,10,0,0,0,0,0,800,,
Beijing University of Posts and Telecommunications,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-posts-and-telecommunications_2014_small.jpg,https://www.topuniversities.com/universities/beijing-university-posts-telecommunications,Public,L,1,350,14,0,0,0,0,0,800,,
Beirut Arab University ,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/beirut-arab-university-_592560cf2aeae70239af4ee5_small.jpg,https://www.topuniversities.com/universities/beirut-arab-university,Private,M,561,1,6732,0,0,0,804,803,800,,
Bielefeld University,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,https://www.topuniversities.com/universities/bielefeld-university,Public,L,2,2,34,601,650,703,754,803,800,,
Binghamton University SUNY,United States,Binghamton,North America,https://www.topuniversities.com/sites/default/files/binghamton-university-suny_592560cf2aeae70239af51d4_small.jpg,https://www.topuniversities.com/universities/binghamton-university-suny,Public,L,849,2,16980,703,800,803,804,803,800,42.08964529,-75.96956393
Budapest University of Technology and Economics,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,https://www.topuniversities.com/universities/budapest-university-technology-economics,Public,L,1,2,14,703,754,803,804,803,800,,
CY Cergy Paris University,France,,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-05-14T142106.589-48x48.jpg,https://www.topuniversities.com/universities/cy-cergy-paris-university,Public,M,790,2,8690,0,0,0,0,0,800,,
Ca' Foscari University of Venice ,Italy,Venice,Europe,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,https://www.topuniversities.com/universities/ca-foscari-university-venice,Public,L,753,1,17319,703,700,753,754,755,800,,
Catania University,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,https://www.topuniversities.com/universities/catania-university,Public,L,1,230,21,703,800,803,804,803,800,,
Charles Sturt University,Australia,Thurgoona,Oceania,https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg,https://www.topuniversities.com/universities/charles-sturt-university,Public,M,971,5,11652,703,800,803,1002,803,800,-27.47074134,153.0274809
Clemson University,United States,Clemson,North America,https://www.topuniversities.com/sites/default/files/clemson-university_806_small.jpg,https://www.topuniversities.com/universities/clemson-university,Public,L,2,1,30,703,700,703,706,803,800,34.677329,-82.834463
Corvinus University of Budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/210728015458pm687566Budapesti-Corvinus-Egyetem-logo-EN-200x200px-48x48.jpg,https://www.topuniversities.com/universities/corvinus-university-budapest,Private,L,533,1,12792,703,800,803,804,803,800,,
Cracow University of Technology (Politechnika Krakowska),Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Public,L,1,284,12,0,0,803,804,803,800,,
Czech University of Life Sciences in Prague,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Public,L,932,3,14912,0,0,0,804,803,800,,
De La Salle University,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,https://www.topuniversities.com/universities/de-la-salle-university,Private,L,788,356,11820,703,700,803,804,803,800,,
De Montfort University,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,https://www.topuniversities.com/universities/de-montfort-university,Public,L,1,9,21,0,0,0,804,803,800,,
Edinburgh Napier University,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/ENU-logo-Stacked-200x200px-48x48.jpg,https://www.topuniversities.com/universities/edinburgh-napier-university,Public,L,613,4,12873,0,800,803,804,803,800,,
Financial University under the Government of the Russian Federation,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/financial-university-under-the-government-of-the-russian-federation_592560cf2aeae70239af5850_small.jpg,https://www.topuniversities.com/universities/financial-university-under-government-russian-federation,Public,L,2,1,20,0,0,0,0,0,800,,
Florida International University,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,https://www.topuniversities.com/universities/florida-international-university,Public,XL,2,4,32,0,754,803,754,755,800,25.757111,-80.377591
Fordham University,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/fordham-university_814_small.jpg,https://www.topuniversities.com/universities/fordham-university,Private,L,1,2,13,703,800,803,804,803,800,40.86225352,-73.88567113
Gdańsk University of Technology,Poland,Gdańsk,Europe,https://www.topuniversities.com/sites/default/files/gdask-university-of-technology_592560e59988f300e2321bdf_small.jpg,https://www.topuniversities.com/universities/gdansk-university-technology,Public,L,1,488,10,0,0,0,804,803,800,,
George Mason University,United States,Fairfax,North America,https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg,https://www.topuniversities.com/universities/george-mason-university,Public,L,2,3,30,650,800,803,804,803,800,38.83088,-77.30794
German Jordanian University,Jordan,,Asia,https://www.topuniversities.com/sites/default/files/german-jordanian-university_592560e29988f300e2321333_small.jpg,https://www.topuniversities.com/universities/german-jordanian-university,Public,S,357,537,4641,0,0,753,804,803,800,,
Gulf University for Science and Technology,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/gulf-university-for-science-and-technology_20253_small.jpg,https://www.topuniversities.com/universities/gulf-university-science-technology,Private,S,184,332,2392,0,0,0,0,803,800,,
Hacettepe University ,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,https://www.topuniversities.com/universities/hacettepe-university,Public,XL,3,1,48,703,754,803,804,803,800,,
Harbin Engineering University,China (Mainland),Harbin,Asia,https://www.topuniversities.com/sites/default/files/harbin-engineering-university_592560cf2aeae70239af5277_small.jpg,https://www.topuniversities.com/universities/harbin-engineering-university,Public,L,2,783,38,0,0,0,0,803,800,,
Indiana University–Purdue University Indianapolis,United States,Indianapolis,North America,https://www.topuniversities.com/sites/default/files/indiana-universitypurdue-university-indianapolis_592560e09988f300e2320b78_small.jpg,https://www.topuniversities.com/universities/indiana-university-purdue-university-indianapolis,Public,L,2,1,30,0,602,562,652,755,800,39.79083208,-86.19360871
International Christian University,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/international-christian-university_592560cf2aeae70239af5207_small.jpg,https://www.topuniversities.com/universities/international-christian-university,Private,S,221,362,3315,0,0,0,0,0,800,,
Islamic University of Madinah,Saudi Arabia,Medina,Asia,https://www.topuniversities.com/sites/default/files/islamic-university-in-madinah_592560cf2aeae70239af4f16_small.jpg,https://www.topuniversities.com/universities/islamic-university-madinah,Public,L,775,7,13950,0,0,0,0,803,800,,
Istanbul University,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,https://www.topuniversities.com/universities/istanbul-university,Public,XL,2,7,54,703,800,803,804,803,800,,
